,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4456,780602733,0,42,1,3,2,1,3,0,30,4,2,3,8302.0,1294,7008.0,0.558,3221,66,0.61,0.156
4458,772825308,0,40,1,3,0,2,2,0,31,4,2,3,27374.0,1509,25865.0,0.803,4231,60,0.714,0.055
4460,711175083,0,54,1,3,5,1,3,0,41,4,2,3,9110.0,0,9110.0,0.662,2999,75,0.786,0.0
4461,756477333,0,42,0,4,2,0,0,0,35,4,3,1,1539.0,0,1539.0,0.944,4793,71,0.614,0.0
4462,712294983,0,39,0,2,0,0,1,0,36,4,2,4,1947.0,1160,787.0,1.227,4496,71,1.29,0.596
4464,709869708,0,54,0,3,3,1,0,0,45,5,1,4,3062.0,2039,1023.0,1.057,4037,71,0.821,0.666
4465,772133808,0,47,0,3,4,1,1,0,36,6,5,0,3114.0,1059,2055.0,0.78,4342,62,0.771,0.34
4466,768196008,0,54,1,1,2,1,3,0,48,5,2,3,14948.0,2158,12790.0,0.844,3094,56,1.0,0.144
4469,716079708,0,46,0,3,3,1,0,0,36,5,2,2,2503.0,2373,130.0,0.697,4647,65,0.806,0.948
4470,720087708,0,38,0,3,1,0,0,0,31,4,3,2,1854.0,0,1854.0,0.885,5245,89,0.712,0.0
4471,714259533,0,43,0,2,0,0,0,0,35,3,1,3,4092.0,622,3470.0,0.775,5001,88,0.492,0.152
4472,714691683,0,62,1,1,0,1,3,0,54,4,1,4,13284.0,607,12677.0,0.857,4942,76,0.652,0.046
4473,768420558,0,59,0,0,0,1,0,0,53,6,3,4,4830.0,1469,3361.0,0.634,3365,63,0.75,0.304
4474,778364583,0,45,0,2,0,0,0,0,25,3,2,3,5911.0,916,4995.0,0.471,1656,31,0.722,0.155
4476,719951208,0,43,1,4,0,1,3,0,24,5,3,2,19188.0,0,19188.0,0.453,4366,69,0.816,0.0
4478,789022233,0,50,0,2,2,1,0,0,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.683,0.524
4479,778353183,0,31,0,0,1,0,0,0,13,5,2,3,3201.0,984,2217.0,0.639,5155,77,0.925,0.307
4480,713789883,0,50,0,4,1,0,1,0,36,6,1,1,1479.0,1004,475.0,0.827,5116,75,0.974,0.679
4481,773018583,0,38,0,4,0,0,0,0,30,5,1,2,3144.0,2216,928.0,0.741,4717,75,0.562,0.705
4482,771354633,0,58,1,1,3,1,2,0,45,5,3,4,1854.0,1480,374.0,0.853,3292,73,0.921,0.798
4485,716736858,0,47,0,4,0,0,0,0,39,3,3,2,3144.0,0,3144.0,0.561,3774,80,0.818,0.0
4486,713796033,0,47,1,2,0,0,1,0,42,6,3,3,4738.0,0,4738.0,0.641,1900,36,0.5,0.0
4489,714864333,0,43,1,2,3,2,4,0,37,4,1,2,34516.0,0,34516.0,0.536,1370,38,0.357,0.0
4490,787918158,0,32,0,0,2,0,0,0,23,5,2,4,2156.0,1114,1042.0,0.603,4106,66,0.833,0.517
4491,779070033,0,63,0,0,3,1,0,0,44,3,4,2,1938.0,0,1938.0,0.536,3974,56,0.931,0.0
4492,789945933,0,61,0,1,0,1,0,0,52,3,3,1,1438.3,0,1438.3,0.925,3560,67,0.861,0.0
4494,715627833,0,48,1,3,1,0,3,2,37,6,2,0,34516.0,1948,32568.0,0.666,4539,75,0.705,0.056
4495,809538783,0,49,1,1,1,1,4,0,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736
4496,715987758,0,49,1,3,0,1,2,0,36,3,2,1,3261.0,0,3261.0,1.012,3081,50,0.667,0.0
4497,711967158,0,35,0,3,0,1,0,0,23,6,3,1,2211.0,1370,841.0,0.781,4359,79,0.927,0.62
4500,713289183,0,53,0,3,5,0,0,0,33,6,2,1,2255.0,1647,608.0,0.848,4270,76,0.767,0.73
4501,711549408,0,51,1,3,2,0,2,0,42,5,1,3,1507.0,961,546.0,0.678,4126,90,0.667,0.638
4506,715679733,0,43,0,2,2,1,0,0,36,5,2,4,1736.0,1513,223.0,0.829,3462,67,0.558,0.872
4507,779694183,0,51,1,3,3,0,2,0,34,5,2,4,1864.0,1427,437.0,0.725,3833,73,0.587,0.766
4508,788544108,0,43,0,2,1,1,0,0,37,4,3,0,6611.0,1041,5570.0,0.744,4037,74,0.682,0.157
4510,719917233,0,49,1,3,4,0,2,0,36,3,3,2,13382.0,1159,12223.0,0.404,1828,45,0.5,0.087
4512,714621183,0,39,0,3,0,1,0,0,36,4,3,4,2650.0,1646,1004.0,0.747,4512,80,0.509,0.621
4513,721365033,0,37,1,3,2,1,1,0,36,3,2,4,1696.0,0,1696.0,0.857,2095,43,0.536,0.0
4514,712999008,0,40,0,3,0,1,0,0,33,3,1,1,2628.0,1771,857.0,0.788,4316,72,0.6,0.674
4518,716995083,0,52,1,2,1,1,2,0,44,6,2,4,2650.0,1049,1601.0,0.874,4218,64,0.73,0.396
4519,718137183,0,58,0,1,3,0,0,0,38,4,2,3,3331.0,2251,1080.0,1.044,5379,92,0.643,0.676
4521,810974958,0,51,1,2,1,0,3,0,46,5,3,2,4123.0,1760,2363.0,0.869,2447,40,0.429,0.427
4523,712267983,0,57,0,0,0,1,0,0,45,4,3,3,3023.0,2517,506.0,0.646,2477,42,0.615,0.833
4524,717376758,0,56,0,2,1,0,0,0,47,4,3,1,2238.0,1324,914.0,0.762,4108,72,0.846,0.592
4526,717491058,0,42,1,2,4,1,3,0,26,6,2,3,20803.0,1747,19056.0,0.311,4012,60,0.429,0.084
4527,802243458,0,48,1,2,5,1,1,0,42,6,3,2,2760.0,0,2760.0,0.576,1759,34,0.214,0.0
4528,714485508,0,45,1,3,5,1,2,0,36,6,2,4,9086.0,1254,7832.0,0.93,3906,81,0.8,0.138
4532,789948408,0,55,1,2,0,1,2,0,46,3,1,4,34516.0,1718,32798.0,0.51,5220,74,0.423,0.05
4533,734909358,0,43,1,4,0,1,2,0,33,4,1,1,6548.0,1244,5304.0,0.667,4354,79,0.927,0.19
4534,719267283,0,35,0,2,5,0,1,0,27,6,1,0,1953.0,1554,399.0,0.581,4598,71,0.651,0.796
4536,720330558,0,44,1,3,0,0,2,0,25,5,2,3,25256.0,966,24290.0,0.488,2048,40,0.333,0.038
4538,789059958,0,42,1,4,1,0,4,2,30,6,2,4,34516.0,1045,33471.0,0.848,3574,75,0.923,0.03
4540,721448283,0,39,0,1,0,1,0,0,26,3,3,1,1876.0,1536,340.0,0.712,2579,47,0.469,0.819
4542,742778358,0,44,1,1,0,1,3,0,37,3,1,4,16739.0,1229,15510.0,0.497,4014,69,0.568,0.073
4543,713933658,0,56,0,0,0,1,0,0,45,3,6,2,2463.0,1621,842.0,0.568,4118,70,0.591,0.658
4544,788142483,0,46,1,3,3,1,2,1,38,3,3,1,34516.0,1278,33238.0,0.51,4699,73,0.622,0.037
4545,789705408,0,50,1,2,3,0,3,0,37,4,1,2,4743.0,1687,3056.0,0.957,3739,55,0.618,0.356
4547,817422408,0,45,0,3,2,1,0,0,30,3,2,3,2059.0,1118,941.0,0.788,4110,71,1.152,0.543
4549,710671608,0,39,0,2,0,2,0,0,31,5,3,4,6798.0,918,5880.0,0.671,3961,69,0.605,0.135
4551,711879633,0,45,1,3,1,1,0,0,29,4,1,2,2766.0,1985,781.0,0.796,4480,70,0.75,0.718
4552,716444733,0,55,0,2,0,0,0,0,46,5,3,4,1438.3,0,1438.3,0.907,4271,79,0.756,0.0
4553,718460958,0,49,0,2,3,0,0,0,35,3,3,4,3283.0,1856,1427.0,1.103,4498,64,0.829,0.565
4554,789953733,0,46,0,3,0,0,0,0,37,5,1,3,2470.0,1961,509.0,0.802,4519,78,0.733,0.794
4556,787291308,0,42,0,5,0,0,0,0,36,5,2,4,4228.0,1709,2519.0,0.493,4389,79,0.58,0.404
4561,714384783,0,59,0,1,0,0,0,0,36,2,3,3,2468.0,0,2468.0,0.5,2017,37,0.762,0.0
4562,713847858,0,49,0,3,0,2,0,0,36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0.0
4563,809809008,0,47,0,5,0,0,0,0,42,5,1,2,3111.0,1541,1570.0,0.656,4570,68,0.511,0.495
4564,719446833,0,58,0,1,1,0,0,0,46,4,1,3,2799.0,1532,1267.0,0.583,4214,83,0.537,0.547
4565,720570333,0,48,0,3,3,0,0,0,36,5,3,0,1912.0,1163,749.0,0.871,4786,81,0.723,0.608
4566,815308683,0,46,1,3,3,0,2,0,41,4,3,1,18927.0,887,18040.0,1.065,3101,54,1.0,0.047
4567,810875958,0,51,0,3,0,0,0,0,46,1,4,3,2016.0,395,1621.0,0.711,2473,44,0.571,0.196
4569,718766058,0,56,1,2,0,1,2,0,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0.0
4570,710656683,0,50,0,3,1,1,0,0,36,4,3,1,1986.0,1614,372.0,0.554,4442,64,0.73,0.813
4572,713263758,0,53,0,1,3,1,0,0,45,3,2,2,2312.0,1997,315.0,0.787,5085,78,0.773,0.864
4573,754564308,0,46,0,3,0,0,1,0,39,3,3,2,2644.0,2126,518.0,0.748,3601,66,0.65,0.804
4574,827890758,0,39,0,1,2,1,0,0,35,5,3,0,2062.0,1302,760.0,0.631,3785,63,0.75,0.631
4575,779945508,0,50,0,1,0,0,0,0,35,5,2,2,3510.0,1881,1629.0,0.66,3808,81,0.884,0.536
4576,720807183,0,55,1,2,0,1,2,0,36,3,2,1,15026.0,916,14110.0,0.721,3281,63,0.8,0.061
4578,715844733,0,45,1,5,1,0,3,0,36,6,3,2,2174.0,877,1297.0,0.644,4596,71,0.449,0.403
4579,712332183,0,42,1,3,3,1,2,0,36,6,1,0,29535.0,895,28640.0,0.952,3934,74,0.644,0.03
4580,790123983,0,50,0,2,1,1,0,0,43,4,2,1,2974.0,2090,884.0,0.975,4297,88,0.833,0.703
4582,716860233,0,51,0,3,2,0,0,0,39,3,3,0,8148.0,701,7447.0,0.819,4124,87,0.891,0.086
4583,714678408,0,48,0,4,4,0,0,0,31,6,6,4,2646.0,1983,663.0,0.7,4727,83,0.804,0.749
4585,708501783,0,43,1,2,1,0,4,0,36,6,2,4,34516.0,1477,33039.0,0.324,1868,40,0.212,0.043
4586,713645883,0,37,0,1,1,1,0,0,23,6,3,4,1879.0,1486,393.0,0.836,5202,88,0.692,0.791
4587,718622658,0,45,1,4,1,1,2,0,34,3,2,3,15913.0,1696,14217.0,0.632,4472,86,0.792,0.107
4588,710641008,0,44,0,2,1,1,0,0,36,5,3,4,8685.0,0,8685.0,0.666,2473,56,0.6,0.0
4590,716177583,0,58,0,1,4,1,0,0,36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0.0
4591,713417433,0,42,1,2,0,1,1,0,28,3,1,3,1711.0,0,1711.0,0.983,4496,77,0.925,0.0
4592,713043183,0,61,1,0,1,1,1,0,48,3,2,4,2572.0,1969,603.0,0.644,4313,84,0.787,0.766
4593,719328858,0,56,1,4,1,0,3,0,43,6,2,6,4535.0,0,4535.0,0.831,2342,40,0.6,0.0
4594,718501983,0,44,1,2,0,0,3,0,36,5,6,1,5950.0,1117,4833.0,0.57,4682,89,0.679,0.188
4597,712817808,0,39,1,2,0,0,3,0,23,5,2,1,4761.0,1561,3200.0,0.69,2045,53,1.65,0.328
4599,817089408,0,44,1,2,3,0,3,0,27,3,1,2,19114.0,1754,17360.0,0.865,4413,69,0.725,0.092
4602,808756458,0,47,1,3,0,0,2,0,42,6,3,3,13189.0,1205,11984.0,0.708,3821,83,0.66,0.091
4603,718352358,0,49,0,3,4,0,0,0,35,3,3,2,1914.0,0,1914.0,0.677,2687,41,0.414,0.0
4604,780638958,0,42,0,2,0,2,1,0,31,6,2,1,2468.0,1850,618.0,0.775,4483,77,0.54,0.75
4607,812493033,0,44,0,3,1,1,1,0,37,4,1,1,3410.0,1110,2300.0,0.63,5102,63,0.615,0.326
4608,718256658,0,45,0,3,2,0,0,0,38,6,5,1,2728.0,0,2728.0,0.879,4554,75,0.744,0.0
4609,711421233,0,51,1,3,1,1,3,0,43,5,3,3,7119.0,1513,5606.0,0.925,4969,84,0.909,0.213
4610,710335983,0,57,0,0,1,2,0,0,36,5,1,3,3532.0,869,2663.0,1.038,4297,64,0.778,0.246
4612,818259558,0,64,0,0,0,1,0,0,56,4,2,3,2294.0,1582,712.0,0.775,3951,79,0.881,0.69
4613,708511983,0,37,1,3,0,0,2,0,18,5,3,2,1663.0,0,1663.0,0.778,3950,82,0.864,0.0
4615,778720533,0,53,0,4,0,0,0,0,37,3,2,3,1722.0,0,1722.0,0.863,2141,35,0.346,0.0
4617,821336133,0,50,0,2,1,1,0,0,46,5,3,2,8708.0,996,7712.0,0.527,3927,60,0.935,0.114
4619,779164608,0,45,0,3,0,0,0,0,34,6,2,3,2641.0,1336,1305.0,1.019,4224,77,0.791,0.506
4620,714835833,0,43,1,4,1,2,2,0,36,3,3,2,34516.0,1048,33468.0,0.864,4192,73,0.738,0.03
4623,708992733,0,50,0,0,1,0,0,0,36,4,3,2,1513.0,0,1513.0,0.854,4759,98,0.719,0.0
4624,709488108,0,42,1,4,3,1,1,0,36,5,2,3,10543.0,0,10543.0,0.509,1841,39,0.5,0.0
4625,716094333,0,49,1,1,0,1,2,0,42,6,2,1,17764.0,1459,16305.0,0.964,2750,57,0.9,0.082
4626,778567983,0,50,0,2,0,1,1,0,43,4,1,3,1438.3,0,1438.3,1.196,4512,77,0.833,0.0
4627,712178883,0,49,0,2,3,1,1,0,36,3,2,1,6371.0,1946,4425.0,0.582,3592,79,0.756,0.305
4628,717490008,0,43,1,4,0,2,2,0,36,5,1,1,19188.0,1622,17566.0,0.75,4282,52,0.926,0.085
4630,747208083,0,49,1,4,0,1,1,0,42,3,3,2,2822.0,1501,1321.0,1.043,4344,68,1.194,0.532
4631,820276908,0,42,0,4,3,0,1,0,37,3,3,1,4139.0,0,4139.0,0.547,2232,41,0.464,0.0
4632,719960133,0,42,1,3,3,1,2,1,26,3,2,2,34516.0,904,33612.0,0.726,3910,68,0.659,0.026
4633,711062958,0,43,1,3,0,1,4,0,23,5,2,2,4121.0,2084,2037.0,0.807,3462,49,1.042,0.506
4635,767256933,0,43,1,5,2,0,3,0,36,6,2,4,2621.0,598,2023.0,0.967,4852,85,0.771,0.228
4636,712568358,0,47,1,1,1,0,3,0,29,3,2,2,3394.0,0,3394.0,0.454,3115,69,0.816,0.0
4637,789182358,0,56,1,1,2,1,2,0,45,3,1,2,17628.0,1414,16214.0,0.603,3991,76,0.617,0.08
4638,716989683,0,56,1,2,5,1,2,0,48,4,3,3,4480.0,2465,2015.0,0.772,3331,74,0.682,0.55
4643,756458508,0,44,1,3,0,1,3,0,37,5,2,3,1682.0,930,752.0,0.903,3309,67,1.03,0.553
4644,714643983,0,42,0,1,1,0,0,0,36,5,3,3,2758.0,2017,741.0,0.883,4119,73,1.028,0.731
4645,711606558,0,49,0,1,1,0,0,0,39,5,2,2,1909.0,866,1043.0,0.88,4697,83,0.844,0.454
4646,824155458,0,48,1,2,1,0,2,0,44,5,1,2,11332.0,1647,9685.0,0.542,4674,72,0.714,0.145
4647,710445183,0,44,1,5,5,1,4,0,31,5,1,2,7567.0,2496,5071.0,0.709,4076,60,0.579,0.33
4650,712864683,0,42,0,3,5,1,0,0,30,2,3,3,1438.3,0,1438.3,0.373,1693,37,0.423,0.0
4653,721424583,0,35,0,1,1,0,0,0,26,4,2,3,1918.0,900,1018.0,0.873,4237,76,0.9,0.469
4654,713886333,0,47,1,2,1,0,3,0,39,2,3,1,18660.0,728,17932.0,0.403,1682,43,0.303,0.039
4656,794217108,0,43,1,2,3,1,4,0,37,6,3,1,14315.0,1348,12967.0,0.681,3694,67,0.718,0.094
4658,709610283,0,42,0,4,0,1,0,0,34,3,2,3,1853.0,0,1853.0,0.846,4544,72,0.565,0.0
4659,714575208,0,49,1,5,5,1,1,0,43,3,1,1,4951.0,2002,2949.0,0.684,4192,62,0.55,0.404
4660,716758908,0,46,1,3,2,1,4,0,27,4,2,3,34516.0,2213,32303.0,0.584,4492,71,0.821,0.064
4661,778915233,0,51,0,0,0,0,0,0,32,4,2,3,1757.0,331,1426.0,0.879,2377,47,0.516,0.188
4662,789466008,0,47,1,5,0,0,3,0,38,5,3,4,24033.0,612,23421.0,0.635,3578,75,0.531,0.025
4665,713451408,0,47,1,4,1,2,3,0,36,6,1,3,1943.0,1654,289.0,0.648,3392,70,0.591,0.851
4666,780146658,0,40,0,2,4,0,1,0,25,2,2,4,3795.0,2517,1278.0,0.563,1633,32,0.778,0.663
4667,711675108,0,43,0,3,0,1,0,0,30,3,3,1,4075.0,2189,1886.0,0.695,3956,71,0.732,0.537
4668,755467683,0,48,0,1,0,1,0,0,41,6,2,4,3001.0,482,2519.0,0.814,2403,42,0.615,0.161
4670,713009208,0,54,0,3,0,1,0,0,44,3,2,3,2077.0,1634,443.0,0.771,4292,66,0.833,0.787
4671,772231233,0,41,0,2,0,0,0,0,30,6,2,4,2157.0,721,1436.0,0.769,4250,85,0.889,0.334
4673,780199233,0,33,1,2,5,1,4,0,23,5,1,1,14914.0,1102,13812.0,0.823,4478,87,0.673,0.074
4674,711700158,0,47,0,2,1,1,0,0,39,5,3,2,1580.0,620,960.0,0.746,4384,70,0.522,0.392
4675,788275083,0,46,1,3,3,0,3,0,38,5,3,4,15483.0,1719,13764.0,0.686,4678,80,0.509,0.111
4676,708804633,0,44,0,2,5,2,0,0,36,1,2,2,1916.0,0,1916.0,1.041,2888,39,0.444,0.0
4677,714479358,0,51,1,3,0,1,2,0,36,6,3,3,3610.0,1554,2056.0,0.501,2216,34,0.308,0.43
4678,711406758,0,48,0,3,0,0,0,0,36,3,2,2,1667.0,0,1667.0,0.686,4385,80,0.951,0.0
4679,821424483,0,51,0,1,1,1,0,0,47,4,3,1,1438.3,0,1438.3,0.826,4242,70,0.458,0.0
4680,769438608,0,48,0,1,0,0,0,0,42,3,3,2,1942.0,860,1082.0,0.708,2522,42,0.312,0.443
4684,713452533,0,35,0,4,0,1,0,0,22,6,3,3,1438.3,0,1438.3,0.512,3427,64,0.829,0.0
4685,720212508,0,51,0,1,0,1,0,0,37,4,3,4,4402.0,697,3705.0,0.7,3325,76,0.652,0.158
4687,779926608,0,50,0,2,1,0,0,0,36,6,2,1,1438.3,0,1438.3,0.909,4697,82,0.907,0.0
4690,712724733,0,31,0,0,4,1,0,0,19,6,3,1,2766.0,1731,1035.0,0.569,3959,71,0.732,0.626
4691,718286658,0,42,1,3,0,1,3,1,22,5,3,1,25293.0,1140,24153.0,1.01,4059,80,0.86,0.045
4694,752573508,0,45,0,3,1,1,1,0,26,3,2,4,4034.0,1867,2167.0,0.656,3718,72,0.756,0.463
4695,768661758,0,53,1,0,2,2,4,0,47,5,2,1,26129.0,1752,24377.0,0.742,4919,75,0.744,0.067
4696,721126833,0,51,1,2,1,0,2,0,41,5,2,3,14902.0,0,14902.0,0.312,2038,39,0.625,0.0
4697,716093133,0,38,0,2,2,1,1,0,31,5,2,2,12228.0,2137,10091.0,0.553,3831,68,0.511,0.175
4698,771092433,0,55,0,2,0,1,0,0,42,4,3,3,1724.0,0,1724.0,0.936,4434,67,0.811,0.0
4699,712807758,0,47,0,3,0,1,0,0,39,3,3,3,1438.3,0,1438.3,0.502,2476,32,0.778,0.0
4700,721514883,0,38,1,1,0,1,2,0,25,5,0,1,16665.0,1147,15518.0,0.799,4657,78,0.696,0.069
4701,824140908,0,52,1,3,2,1,4,0,48,5,3,4,20974.0,0,20974.0,0.0,1246,27,0.0,0.0
4704,782548758,0,42,0,5,1,2,0,0,36,5,2,3,2069.0,1288,781.0,0.81,5668,82,0.64,0.623
4705,720444408,0,35,0,1,3,1,0,0,25,2,2,4,2231.0,1791,440.0,0.82,2576,42,0.75,0.803
4707,714292533,0,48,0,3,3,0,0,0,36,4,1,2,2544.0,0,2544.0,0.759,3593,64,1.0,0.0
4708,709585758,0,41,1,4,1,1,4,0,28,5,1,4,34516.0,0,34516.0,0.791,4004,86,0.755,0.0
4710,811463283,0,54,1,0,0,1,2,0,42,3,1,1,22437.0,1389,21048.0,0.917,3283,50,1.273,0.062
4711,789358908,0,53,0,3,3,0,0,0,43,3,2,2,3573.0,0,3573.0,0.842,2562,36,0.44,0.0
4712,718146258,0,51,1,2,0,2,3,0,41,4,3,1,1959.0,0,1959.0,0.454,3737,71,0.614,0.0
4713,710779083,0,59,0,0,0,0,0,0,48,3,3,4,1661.0,0,1661.0,0.672,4338,77,0.925,0.0
4715,712554183,0,65,0,2,3,1,1,0,54,4,3,2,3009.0,721,2288.0,0.68,4070,71,0.614,0.24
4716,721315233,0,47,1,4,1,1,1,1,32,3,3,4,18535.0,1192,17343.0,0.646,3780,70,0.667,0.064
4717,714766383,0,42,1,3,1,1,0,0,24,4,3,2,2171.0,1415,756.0,0.773,4992,77,0.833,0.652
4720,714588408,0,51,0,3,2,0,0,0,43,4,3,2,2882.0,0,2882.0,0.722,4446,68,0.744,0.0
4721,719627133,0,50,0,1,0,1,0,0,37,4,3,4,3277.0,2481,796.0,0.606,3965,59,0.844,0.757
4723,712865583,0,57,0,5,0,0,1,0,49,4,2,2,3301.0,2517,784.0,0.842,3939,69,1.226,0.762
4724,779363283,0,48,1,3,4,1,3,0,34,4,3,2,12391.0,784,11607.0,0.875,4376,86,0.72,0.063
4725,779224758,0,47,0,2,5,1,0,0,37,4,3,2,2168.0,1485,683.0,0.546,3828,86,0.72,0.685
4729,717531483,0,37,1,2,1,1,3,0,21,5,2,2,3433.0,964,2469.0,0.526,4444,87,0.642,0.281
4731,716056158,0,63,1,0,0,1,3,0,51,3,3,3,11619.0,0,11619.0,0.631,2395,49,0.361,0.0
4732,711326583,0,62,0,0,1,1,0,0,50,3,3,3,3989.0,0,3989.0,0.997,4274,68,0.545,0.0
4734,712814658,0,50,0,0,0,0,0,0,43,4,1,2,2393.0,1499,894.0,0.784,4755,82,0.745,0.626
4735,773228133,0,39,0,2,0,0,0,0,29,3,2,2,1677.0,0,1677.0,0.869,2437,41,0.708,0.0
4736,710453283,0,40,0,3,2,1,0,0,27,5,4,2,2035.0,0,2035.0,0.779,4107,82,0.783,0.0
4737,795266208,0,39,1,3,3,1,4,0,30,4,2,1,8842.0,0,8842.0,0.624,4493,79,0.756,0.0
4739,712309758,0,65,1,0,0,1,1,0,49,3,2,3,13921.0,1201,12720.0,0.556,4351,75,0.923,0.086
4740,716625033,0,32,0,1,0,1,0,0,36,3,3,6,2761.0,0,2761.0,1.047,2753,43,0.654,0.0
4741,790112133,0,47,0,2,4,1,1,0,40,5,3,2,2623.0,1647,976.0,0.735,4388,83,0.804,0.628
4743,716782758,0,48,1,3,0,1,3,0,42,3,2,4,19075.0,0,19075.0,0.807,2013,32,0.455,0.0
4744,715588008,0,45,1,4,3,0,2,0,31,4,3,3,31978.0,1659,30319.0,0.556,2333,51,1.217,0.052
4745,713977308,0,62,1,1,0,1,4,0,53,4,3,4,34516.0,2061,32455.0,0.564,3820,76,0.767,0.06
4748,708809283,0,41,0,4,0,2,1,0,33,1,3,1,10360.0,2517,7843.0,0.632,2414,28,0.273,0.243
4749,771529608,0,50,1,2,1,0,4,0,38,5,6,0,10747.0,1027,9720.0,0.925,4538,63,0.658,0.096
4750,715776033,0,46,1,5,2,1,3,0,33,4,1,3,3135.0,0,3135.0,0.572,4116,68,0.7,0.0
4751,778619358,0,42,0,3,2,1,0,0,22,4,1,4,1438.3,860,578.3,0.761,4754,79,0.837,0.598
4753,789204933,0,65,1,1,2,1,0,0,55,3,2,4,8963.0,0,8963.0,0.744,4511,76,0.689,0.0
4754,711100608,0,55,1,1,2,1,3,0,48,5,2,2,1723.0,0,1723.0,1.038,2574,43,0.72,0.0
4756,719344608,0,46,0,3,0,1,0,0,27,6,3,3,3901.0,1001,2900.0,0.822,4313,72,1.323,0.257
4757,787659483,0,58,0,1,5,0,0,0,48,4,2,2,1438.3,801,637.3,0.595,4223,60,0.579,0.557
4758,822948708,0,42,0,3,2,2,0,0,38,5,2,2,3131.0,849,2282.0,0.992,3108,62,0.59,0.271
4759,710080383,0,38,0,2,0,1,1,0,36,6,2,3,2331.0,1709,622.0,0.851,4417,69,0.816,0.733
4760,715596783,0,29,0,1,2,0,0,0,18,3,3,3,1895.0,1146,749.0,0.685,4333,72,0.714,0.605
4762,768624258,0,55,0,2,0,1,0,0,49,2,1,2,1583.0,234,1349.0,0.639,2541,36,0.385,0.148
4763,721412208,0,57,0,2,1,0,0,0,36,4,2,2,1438.3,904,534.3,0.761,3887,79,0.837,0.629
4764,708129933,0,45,0,4,0,1,0,0,36,5,3,2,2072.0,1544,528.0,0.903,4210,64,0.939,0.745
4765,719703483,0,47,0,1,5,2,0,0,37,6,3,3,2707.0,1367,1340.0,0.794,4646,73,0.78,0.505
4766,708290208,0,43,0,3,1,0,0,1,31,3,3,4,13608.0,1190,12418.0,0.553,3118,76,0.767,0.087
4768,816528333,0,64,0,0,1,1,0,0,56,6,6,1,2609.0,1115,1494.0,0.753,4546,59,0.903,0.427
4769,778760808,0,52,0,2,0,0,0,0,39,4,1,3,8431.0,1862,6569.0,0.59,2008,37,0.682,0.221
4770,718025808,0,61,1,0,1,2,3,0,51,6,3,4,5852.0,1935,3917.0,0.829,3689,55,0.618,0.331
4771,815860008,0,40,0,3,2,0,0,0,35,5,2,4,3140.0,2183,957.0,0.58,5109,78,0.733,0.695
4773,720135333,0,45,0,5,0,1,0,0,34,5,1,0,8694.0,961,7733.0,0.551,1753,49,0.441,0.111
4776,716961933,0,43,0,2,0,0,0,0,36,5,2,4,3589.0,1808,1781.0,0.75,4262,70,0.667,0.504
4779,710622333,0,39,0,2,1,1,1,0,28,3,2,2,2751.0,2258,493.0,0.634,4386,67,0.675,0.821
4780,714277758,0,40,1,1,1,1,1,0,28,6,2,1,11557.0,1050,10507.0,0.754,4064,75,0.786,0.091
4782,714346608,0,51,0,2,0,1,1,0,36,3,1,4,1495.0,0,1495.0,0.528,2220,50,0.562,0.0
4784,714721608,0,38,1,3,0,1,4,0,29,4,3,0,9703.0,941,8762.0,0.721,4190,81,1.025,0.097
4787,794967408,0,53,1,3,4,0,2,0,47,5,2,1,9106.0,975,8131.0,0.588,3863,74,0.644,0.107
4788,798481383,0,40,0,3,2,0,0,0,34,5,1,2,2694.0,0,2694.0,0.872,2684,38,0.31,0.0
4789,718697583,0,45,1,3,0,2,3,0,36,6,3,2,19629.0,0,19629.0,0.766,4073,79,0.881,0.0
4790,711799458,0,41,1,4,0,1,1,0,36,3,1,1,6507.0,1452,5055.0,0.802,4544,89,0.854,0.223
4792,718005108,0,44,0,5,3,0,0,0,34,4,1,2,2096.0,1711,385.0,0.746,3692,68,0.744,0.816
4793,717877533,0,39,0,2,0,1,1,0,36,5,1,1,11314.0,0,11314.0,0.674,3761,70,0.628,0.0
4794,711883833,0,50,0,1,2,1,0,0,37,6,1,1,1837.0,665,1172.0,0.844,4752,88,0.66,0.362
4796,718171308,0,44,0,3,0,0,0,0,36,6,3,4,1984.0,0,1984.0,0.89,2506,46,0.643,0.0
4797,709627983,0,56,0,3,4,1,0,0,36,4,3,0,2535.0,1699,836.0,0.72,4497,68,0.789,0.67
4798,716580933,0,63,1,0,2,1,1,0,36,3,3,3,1970.0,1224,746.0,0.54,4533,65,0.625,0.621
4800,772248408,0,40,0,3,0,1,0,0,29,5,1,4,2694.0,1833,861.0,1.044,3366,56,1.074,0.68
